date,chain,tvl
2025-05-04,optimism,374955695
2025-05-05,optimism,370873842
2025-05-06,optimism,371629435
2025-05-07,optimism,365788232
2025-05-08,optimism,368210764
2025-05-09,optimism,402573320
2025-05-10,optimism,403611959
2025-05-11,optimism,423931997
2025-05-12,optimism,419729154
2025-05-13,optimism,400031470
2025-05-14,optimism,414641794
2025-05-15,optimism,403569114
2025-05-16,optimism,395736555
2025-05-17,optimism,393438406
2025-05-18,optimism,385239648
2025-05-19,optimism,380674163
2025-05-20,optimism,384616501
2025-05-21,optimism,386451566
2025-05-22,optimism,391173030
2025-05-23,optimism,411222391
2025-05-24,optimism,388300910
2025-05-25,optimism,390911079
2025-05-26,optimism,401985243
2025-05-27,optimism,400243347
2025-05-28,optimism,415349030
2025-05-29,optimism,411861792
2025-05-30,optimism,406064937
2025-05-31,optimism,393861167
2025-06-01,optimism,399391156
2025-06-02,optimism,397254314
2025-06-03,optimism,403810157
2025-06-04,optimism,400353567
2025-06-05,optimism,391712100
2025-06-06,optimism,371463876
2025-06-07,optimism,382214989
2025-06-08,optimism,386396804
2025-06-09,optimism,385244181
2025-06-10,optimism,399830661
2025-06-11,optimism,417100432
2025-06-12,optimism,405395780
2025-06-13,optimism,386279006
2025-06-14,optimism,381609713
2025-06-15,optimism,379609096
2025-06-16,optimism,374464771
2025-06-17,optimism,379386056
2025-06-18,optimism,375355943
2025-06-19,optimism,378881797
2025-06-20,optimism,378070934
2025-06-21,optimism,367691372
2025-06-22,optimism,359182128
2025-06-23,optimism,347217804
2025-06-24,optimism,365979862
2025-06-25,optimism,369859603
2025-06-26,optimism,366742307
2025-06-27,optimism,366957593
2025-06-28,optimism,366525741
2025-06-29,optimism,368699506
2025-06-30,optimism,375336211
2025-07-01,optimism,370792837
2025-07-02,optimism,355669348
2025-07-03,optimism,369805593
2025-07-04,optimism,369271202
2025-07-05,optimism,360622832
2025-07-06,optimism,362681930
2025-07-07,optimism,365162226
2025-07-08,optimism,366762376
2025-07-09,optimism,371790109
2025-07-10,optimism,388619156
2025-07-11,optimism,414718630
2025-07-12,optimism,419920379
2025-07-13,optimism,421510827
2025-07-14,optimism,427843496
2025-07-15,optimism,426601842
2025-07-16,optimism,435069290
2025-07-17,optimism,447905477
2025-07-18,optimism,450366302
2025-07-19,optimism,452329180
2025-07-20,optimism,449257135
2025-07-21,optimism,458876327
2025-07-22,optimism,463463579
2025-07-23,optimism,462789525
2025-07-24,optimism,458945269
2025-07-25,optimism,450681513
2025-07-26,optimism,447947174
2025-07-27,optimism,458937579
2025-07-28,optimism,466205112
2025-07-29,optimism,461819159
2025-07-30,optimism,450479923
2025-07-31,optimism,451902756
2025-08-01,optimism,446304516
2025-08-02,optimism,432019072
2020-10-09,polygon,2495
2020-10-10,polygon,48672
2020-10-11,polygon,142895
2020-10-12,polygon,653287
2020-10-13,polygon,665986
2020-10-14,polygon,765177
2020-10-15,polygon,825074
2020-10-16,polygon,821380
2020-10-17,polygon,801298
2020-10-18,polygon,404151
2020-10-19,polygon,420992
2020-10-20,polygon,421641
2020-10-21,polygon,415226
2020-10-22,polygon,415287
2020-10-23,polygon,389834
2020-10-24,polygon,339612
2020-10-25,polygon,428317
2020-10-26,polygon,751690
2020-10-27,polygon,1202336
2020-10-28,polygon,1199079
2020-10-29,polygon,823043
2020-10-30,polygon,798922
2020-10-31,polygon,793623
2020-11-01,polygon,830989
2020-11-02,polygon,786867
2020-11-03,polygon,809322
2020-11-04,polygon,799866
2020-11-05,polygon,791152
2020-11-06,polygon,526293
2020-11-07,polygon,456844
2020-11-08,polygon,613908
2020-11-09,polygon,613808
2020-11-10,polygon,610219
2020-11-11,polygon,614324
2020-11-12,polygon,631107
2020-11-13,polygon,621321
2020-11-14,polygon,621080
2020-11-15,polygon,605354
2020-11-16,polygon,547176
2020-11-17,polygon,559910
2020-11-18,polygon,571830
2020-11-19,polygon,569666
2020-11-20,polygon,589737
2020-11-21,polygon,597983
2020-11-22,polygon,558301
2020-11-23,polygon,572963
2020-11-24,polygon,585773
2020-11-25,polygon,582692
2020-11-26,polygon,587724
2020-11-27,polygon,488473
2020-11-28,polygon,504872
2020-11-29,polygon,540783
2020-11-30,polygon,506144
2020-12-01,polygon,526262
2020-12-02,polygon,519640
2020-12-03,polygon,525785
2020-12-04,polygon,524382
2020-12-05,polygon,468825
2020-12-06,polygon,450965
2020-12-07,polygon,447146
2020-12-08,polygon,431665
2020-12-09,polygon,415894
2020-12-10,polygon,407239
2020-12-11,polygon,421717
2020-12-12,polygon,383676
2020-12-13,polygon,394490
2020-12-14,polygon,372165
2020-12-15,polygon,376919
2020-12-16,polygon,376399
2020-12-17,polygon,391816
2020-12-18,polygon,406705
2020-12-19,polygon,416313
2020-12-20,polygon,451850
2020-12-21,polygon,449476
2020-12-22,polygon,399051
2020-12-23,polygon,397543
2020-12-24,polygon,346303
2020-12-25,polygon,350964
2020-12-26,polygon,344491
2020-12-27,polygon,347114
2020-12-28,polygon,359356
2020-12-29,polygon,347691
2020-12-30,polygon,340210
2020-12-31,polygon,316582
2021-01-01,polygon,324727
2021-01-02,polygon,313526
2021-01-03,polygon,319409
2021-01-04,polygon,305080
2021-01-05,polygon,311320
2021-01-06,polygon,335776
2021-01-07,polygon,346350
2021-01-08,polygon,356188
2021-01-09,polygon,356015
2021-01-10,polygon,376600
2021-01-11,polygon,381855
2021-01-12,polygon,350750
2021-01-13,polygon,469478
2021-01-14,polygon,638845
2021-01-15,polygon,647082
2021-01-16,polygon,720336
2021-01-17,polygon,1019493
2021-01-18,polygon,1326062
2021-01-19,polygon,1593482
2021-01-20,polygon,2033571
2021-01-21,polygon,2370030
2021-01-22,polygon,2409091
2021-01-23,polygon,2920798
2021-01-24,polygon,2928082
2021-01-25,polygon,3004169
2021-01-26,polygon,3208050
2021-01-27,polygon,3571412
2021-01-28,polygon,3797893
2021-01-29,polygon,4390483
2021-01-30,polygon,4979942
2021-01-31,polygon,5032785
2021-02-01,polygon,4764689
2021-02-02,polygon,4528210
2021-02-03,polygon,4567429
2021-02-04,polygon,4517544
2021-02-05,polygon,4522288
2021-02-06,polygon,4822281
2021-02-07,polygon,4769260
2021-02-08,polygon,4900623
2021-02-09,polygon,5296403
2021-02-10,polygon,5983107
2021-02-11,polygon,6761165
2021-02-12,polygon,7227940
2021-02-13,polygon,8136238
2021-02-14,polygon,9180200
2021-02-15,polygon,9763689
2021-02-16,polygon,10557091
2021-02-17,polygon,12901611
2021-02-18,polygon,14181513
2021-02-19,polygon,15121118
2021-02-20,polygon,19985372
2021-02-21,polygon,21273751
2021-02-22,polygon,25126756
2021-02-23,polygon,32980637
2021-02-24,polygon,40090310
2021-02-25,polygon,49155267
2021-02-26,polygon,57650080
2021-02-27,polygon,54454780
2021-02-28,polygon,67170337
2021-03-01,polygon,76387918
2021-03-02,polygon,92081053
2021-03-03,polygon,97276123
2021-03-04,polygon,109632670
2021-03-05,polygon,107583534
2021-03-06,polygon,108581057
2021-03-07,polygon,96570157
2021-03-08,polygon,92359438
2021-03-09,polygon,97418492
2021-03-10,polygon,104240958
2021-03-11,polygon,105090332
2021-03-12,polygon,109327220
2021-03-13,polygon,111556936
2021-03-14,polygon,118433768
2021-03-15,polygon,123246093
2021-03-16,polygon,123585244
2021-03-17,polygon,120249001
2021-03-18,polygon,125692524
2021-03-19,polygon,124022156
2021-03-20,polygon,124960232
2021-03-21,polygon,119270756
2021-03-22,polygon,119068888
2021-03-23,polygon,111461195
2021-03-24,polygon,108666106
2021-03-25,polygon,103728108
2021-03-26,polygon,102402214
2021-03-27,polygon,107174972
2021-03-28,polygon,116591278
2021-03-29,polygon,115537722
2021-03-30,polygon,117129035
2021-03-31,polygon,115694530
2021-04-01,polygon,116501665
2021-04-02,polygon,116690313
2021-04-03,polygon,127062427
2021-04-04,polygon,124830164
2021-04-05,polygon,125154962
2021-04-06,polygon,140992800
2021-04-07,polygon,136054233
2021-04-08,polygon,129886125
2021-04-09,polygon,131842133
2021-04-10,polygon,137383743
2021-04-11,polygon,137497912
2021-04-12,polygon,142032395
2021-04-13,polygon,139553101
2021-04-14,polygon,154037175
2021-04-15,polygon,292296568
2021-04-16,polygon,392426016
2021-04-17,polygon,433197676
2021-04-18,polygon,440846428
2021-04-19,polygon,411573481
2021-04-20,polygon,444356105
2021-04-21,polygon,448728086
2021-04-22,polygon,490888917
2021-04-23,polygon,553220929
2021-04-24,polygon,567658501
2021-04-25,polygon,594821514
2021-04-26,polygon,637737629
2021-04-27,polygon,763564469
2021-04-28,polygon,946861055
2021-04-29,polygon,1133647322
2021-04-30,polygon,1410870499
2021-05-01,polygon,1586893250
2021-05-02,polygon,1573036620
2021-05-03,polygon,2000301816
2021-05-04,polygon,2104948098
2021-05-05,polygon,2202121008
2021-05-06,polygon,2204356252
2021-05-07,polygon,2294223253
2021-05-08,polygon,2490715213
2021-05-09,polygon,2602618217
2021-05-10,polygon,2838139592
2021-05-11,polygon,2911029909
2021-05-12,polygon,2962531922
2021-05-13,polygon,3192519210
2021-05-14,polygon,3347824138
2021-05-15,polygon,3789477535
2021-05-16,polygon,4109258580
2021-05-17,polygon,4512113664
2021-05-18,polygon,4645163988
2021-05-19,polygon,5059322370
2021-05-20,polygon,4706992559
2021-05-21,polygon,5155145800
2021-05-22,polygon,5080112929
2021-05-23,polygon,4527274445
2021-05-24,polygon,4345978490
2021-05-25,polygon,5037384816
2021-05-26,polygon,5370506159
2021-05-27,polygon,6073575780
2021-05-28,polygon,6160843322
2021-05-29,polygon,5764540766
2021-05-30,polygon,5874671153
2021-05-31,polygon,6276225251
2021-06-01,polygon,6638092908
2021-06-02,polygon,6691725752
2021-06-03,polygon,6910798469
2021-06-04,polygon,6964831821
2021-06-05,polygon,6638312979
2021-06-06,polygon,6662474603
2021-06-07,polygon,6771174108
2021-06-08,polygon,6841750685
2021-06-09,polygon,6643333632
2021-06-10,polygon,6846579822
2021-06-11,polygon,6968153313
2021-06-12,polygon,6927270712
2021-06-13,polygon,7076917320
2021-06-14,polygon,9241428413
2021-06-15,polygon,9890169842
2021-06-16,polygon,8054546870
2021-06-17,polygon,7551929002
2021-06-18,polygon,7031958636
2021-06-19,polygon,6885433691
2021-06-20,polygon,6820388085
2021-06-21,polygon,6630963649
2021-06-22,polygon,5995402489
2021-06-23,polygon,5701639752
2021-06-24,polygon,5666973256
2021-06-25,polygon,5610644333
2021-06-26,polygon,5380591655
2021-06-27,polygon,5239110833
2021-06-28,polygon,5264431808
2021-06-29,polygon,5349749840
2021-06-30,polygon,5446288285
2021-07-01,polygon,5447772637
2021-07-02,polygon,5474102961
2021-07-03,polygon,5488568677
2021-07-04,polygon,5682058011
2021-07-05,polygon,5742956311
2021-07-06,polygon,5655714047
2021-07-07,polygon,5821138613
2021-07-08,polygon,5726381023
2021-07-09,polygon,5559337950
2021-07-10,polygon,5517613522
2021-07-11,polygon,5546755403
2021-07-12,polygon,5543596020
2021-07-13,polygon,5277906396
2021-07-14,polygon,5158751130
2021-07-15,polygon,5139708151
2021-07-16,polygon,5062537959
2021-07-17,polygon,5301331056
2021-07-18,polygon,5543804232
2021-07-19,polygon,5201921999
2021-07-20,polygon,4971145804
2021-07-21,polygon,4914050572
2021-07-22,polygon,5126571554
2021-07-23,polygon,5388928930
2021-07-24,polygon,5539527584
2021-07-25,polygon,5607928003
2021-07-26,polygon,5675297892
2021-07-27,polygon,5731156218
2021-07-28,polygon,5775799313
2021-07-29,polygon,5723020210
2021-07-30,polygon,5821295105
2021-07-31,polygon,6006153195
2021-08-01,polygon,6084402021
2021-08-02,polygon,6056602792
2021-08-03,polygon,6024478622
2021-08-04,polygon,5755229282
2021-08-05,polygon,5881717550
2021-08-06,polygon,5914794951
2021-08-07,polygon,5929120919
2021-08-08,polygon,5994576808
2021-08-09,polygon,5777514218
2021-08-10,polygon,5851939151
2021-08-11,polygon,5811287978
2021-08-12,polygon,5837716922
2021-08-13,polygon,5858451848
2021-08-14,polygon,6001936405
2021-08-15,polygon,5883671955
2021-08-16,polygon,5884357068
2021-08-17,polygon,5684995494
2021-08-18,polygon,5516219027
2021-08-19,polygon,5511302301
2021-08-20,polygon,5482699925
2021-08-21,polygon,5637758029
2021-08-22,polygon,5554231465
2021-08-23,polygon,5486474036
2021-08-24,polygon,5420319983
2021-08-25,polygon,5255306967
2021-08-26,polygon,5144793398
2021-08-27,polygon,5029644411
2021-08-28,polygon,5118600056
2021-08-29,polygon,5045382894
2021-08-30,polygon,4949867283
2021-08-31,polygon,4909502532
2021-09-01,polygon,5043537371
2021-09-02,polygon,5205707360
2021-09-03,polygon,5154354104
2021-09-04,polygon,5216735698
2021-09-05,polygon,5241731075
2021-09-06,polygon,5223617479
2021-09-07,polygon,4991124927
2021-09-08,polygon,4581052132
2021-09-09,polygon,4595570717
2021-09-10,polygon,4480431174
2021-09-11,polygon,4344269533
2021-09-12,polygon,4319809391
2021-09-13,polygon,4265623632
2021-09-14,polygon,4258867977
2021-09-15,polygon,4337380383
2021-09-16,polygon,4398465847
2021-09-17,polygon,4320109485
2021-09-18,polygon,4260050371
2021-09-19,polygon,4203852651
2021-09-20,polygon,4006491015
2021-09-21,polygon,3683913285
2021-09-22,polygon,3644615749
2021-09-23,polygon,3855404579
2021-09-24,polygon,3846381787
2021-09-25,polygon,3795310463
2021-09-26,polygon,3818835498
2021-09-27,polygon,3828029057
2021-09-28,polygon,3741642522
2021-09-29,polygon,3694316296
2021-09-30,polygon,3775333636
2021-10-01,polygon,3963662331
2021-10-02,polygon,4156297982
2021-10-03,polygon,4221338014
2021-10-04,polygon,4227366087
2021-10-05,polygon,4257225711
2021-10-06,polygon,4296960283
2021-10-07,polygon,4294226239
2021-10-08,polygon,4208524430
2021-10-09,polygon,4054282270
2021-10-10,polygon,4027997985
2021-10-11,polygon,3938678336
2021-10-12,polygon,3984875626
2021-10-13,polygon,3943843582
2021-10-14,polygon,4019614329
2021-10-15,polygon,4095194638
2021-10-16,polygon,4233424793
2021-10-17,polygon,4209879450
2021-10-18,polygon,4200271584
2021-10-19,polygon,4209910384
2021-10-20,polygon,4285629349
2021-10-21,polygon,4400865764
2021-10-22,polygon,4242743566
2021-10-23,polygon,4143158818
2021-10-24,polygon,4246529287
2021-10-25,polygon,4166712408
2021-10-26,polygon,4267610257
2021-10-27,polygon,4238835326
2021-10-28,polygon,4118423576
2021-10-29,polygon,4459611969
2021-10-30,polygon,4438042525
2021-10-31,polygon,4441272375
2021-11-01,polygon,4464011235
2021-11-02,polygon,4497815135
2021-11-03,polygon,4627778106
2021-11-04,polygon,4667083977
2021-11-05,polygon,4578715601
2021-11-06,polygon,4535758548
2021-11-07,polygon,4498118728
2021-11-08,polygon,4597472314
2021-11-09,polygon,4598069147
2021-11-10,polygon,4522496317
2021-11-11,polygon,4391799217
2021-11-12,polygon,4455335497
2021-11-13,polygon,4423178324
2021-11-14,polygon,4415885889
2021-11-15,polygon,4406597515
2021-11-16,polygon,4312117300
2021-11-17,polygon,4130549036
2021-11-18,polygon,4187729546
2021-11-19,polygon,3935981213
2021-11-20,polygon,4177091255
2021-11-21,polygon,4243179464
2021-11-22,polygon,4194495193
2021-11-23,polygon,4058863379
2021-11-24,polygon,4244528126
2021-11-25,polygon,4240637870
2021-11-26,polygon,4405673371
2021-11-27,polygon,4179572065
2021-11-28,polygon,4203089017
2021-11-29,polygon,4314834882
2021-11-30,polygon,4434480275
2021-12-01,polygon,4462500883
2021-12-02,polygon,4492514971
2021-12-03,polygon,4485966741
2021-12-04,polygon,4372589582
2021-12-05,polygon,4212581072
2021-12-06,polygon,4320565026
2021-12-07,polygon,4432749802
2021-12-08,polygon,4469202854
2021-12-09,polygon,4642239343
2021-12-10,polygon,4396842102
2021-12-11,polygon,4280181689
2021-12-12,polygon,4388859742
2021-12-13,polygon,4445719497
2021-12-14,polygon,4198112350
2021-12-15,polygon,4326230685
2021-12-16,polygon,4429988171
2021-12-17,polygon,4387343587
2021-12-18,polygon,4380843215
2021-12-19,polygon,4483859146
2021-12-20,polygon,4488522438
2021-12-21,polygon,4475871741
2021-12-22,polygon,4637200611
2021-12-23,polygon,4716906299
2021-12-24,polygon,4951467560
2021-12-25,polygon,4936520889
2021-12-26,polygon,5032835596
2021-12-27,polygon,5182759460
2021-12-28,polygon,5094111862
2021-12-29,polygon,4937942768
2021-12-30,polygon,4831473469
2021-12-31,polygon,4902758704
2022-01-01,polygon,4868581460
2022-01-02,polygon,4993072568
2022-01-03,polygon,5039793612
2022-01-04,polygon,5014634627
2022-01-05,polygon,5049330428
2022-01-06,polygon,4811699644
2022-01-07,polygon,4763195587
2022-01-08,polygon,4625413468
2022-01-09,polygon,4560839137
2022-01-10,polygon,4639655269
2022-01-11,polygon,4577802817
2022-01-12,polygon,4795336927
2022-01-13,polygon,4919697469
2022-01-14,polygon,4818268592
2022-01-15,polygon,4897467805
2022-01-16,polygon,4936810708
2022-01-17,polygon,4935450940
2022-01-18,polygon,4804433359
2022-01-19,polygon,4716890890
2022-01-20,polygon,4653177142
2022-01-21,polygon,4550790476
2022-01-22,polygon,4061097239
2022-01-23,polygon,3849650834
2022-01-24,polygon,3993648100
2022-01-25,polygon,3885444158
2022-01-26,polygon,4005953664
2022-01-27,polygon,4050737704
2022-01-28,polygon,3903646110
2022-01-29,polygon,4091215705
2022-01-30,polygon,4241727465
2022-01-31,polygon,4216609974
2022-02-01,polygon,4281810183
2022-02-02,polygon,4440171333
2022-02-03,polygon,4339026639
2022-02-04,polygon,4303908961
2022-02-05,polygon,4567914635
2022-02-06,polygon,4634208165
2022-02-07,polygon,4680924284
2022-02-08,polygon,4672368079
2022-02-09,polygon,4779252206
2022-02-10,polygon,4889281960
2022-02-11,polygon,4785381661
2022-02-12,polygon,4515394466
2022-02-13,polygon,4350879579
2022-02-14,polygon,4261579964
2022-02-15,polygon,4197691881
2022-02-16,polygon,4307386755
2022-02-17,polygon,4076363849
2022-02-18,polygon,3694887985
2022-02-19,polygon,3520036400
2022-02-20,polygon,3500759800
2022-02-21,polygon,3369547104
2022-02-22,polygon,3333902178
2022-02-23,polygon,3299854737
2022-02-24,polygon,3250490456
2022-02-25,polygon,3199986130
2022-02-26,polygon,3340569653
2022-02-27,polygon,3321967720
2022-02-28,polygon,3207613103
2022-03-01,polygon,3496580306
2022-03-02,polygon,3517633297
2022-03-03,polygon,3516631538
2022-03-04,polygon,3127954467
2022-03-05,polygon,3095874708
2022-03-06,polygon,3135852035
2022-03-07,polygon,3032494363
2022-03-08,polygon,3007176208
2022-03-09,polygon,3032867279
2022-03-10,polygon,3122238444
2022-03-11,polygon,2983783791
2022-03-12,polygon,2951660718
2022-03-13,polygon,2900492941
2022-03-14,polygon,2871242556
2022-03-15,polygon,2976815305
2022-03-16,polygon,2976519479
2022-03-17,polygon,3103226051
2022-03-18,polygon,3155139454
2022-03-19,polygon,3255123765
2022-03-20,polygon,3254204516
2022-03-21,polygon,3198214181
2022-03-22,polygon,3387891243
2022-03-23,polygon,3458936475
2022-03-24,polygon,3553404734
2022-03-25,polygon,3701407310
2022-03-26,polygon,3799735659
2022-03-27,polygon,3844166093
2022-03-28,polygon,3965261757
2022-03-29,polygon,3984115805
2022-03-30,polygon,3985710237
2022-03-31,polygon,4065232868
2022-04-01,polygon,3971347447
2022-04-02,polygon,4101787418
2022-04-03,polygon,4093374055
2022-04-04,polygon,4127562000
2022-04-05,polygon,4131333475
2022-04-06,polygon,4067661530
2022-04-07,polygon,3888132568
2022-04-08,polygon,3927666059
2022-04-09,polygon,3885098314
2022-04-10,polygon,3928145259
2022-04-11,polygon,3830584474
2022-04-12,polygon,3554254834
2022-04-13,polygon,3603019797
2022-04-14,polygon,3616098747
2022-04-15,polygon,3542695646
2022-04-16,polygon,3573381212
2022-04-17,polygon,3566075475
2022-04-18,polygon,3489811183
2022-04-19,polygon,3556922232
2022-04-20,polygon,3575581678
2022-04-21,polygon,3497189313
2022-04-22,polygon,3434528448
2022-04-23,polygon,3407153422
2022-04-24,polygon,3391778596
2022-04-25,polygon,3368833610
2022-04-26,polygon,3374606538
2022-04-27,polygon,3240723667
2022-04-28,polygon,3279934425
2022-04-29,polygon,3234340258
2022-04-30,polygon,3123223843
2022-05-01,polygon,3015563315
2022-05-02,polygon,3071211693
2022-05-03,polygon,3078052953
2022-05-04,polygon,3387995904
2022-05-05,polygon,3516272574
2022-05-06,polygon,3463090347
2022-05-07,polygon,3511306998
2022-05-08,polygon,3593865150
2022-05-09,polygon,3505526368
2022-05-10,polygon,3133838294
2022-05-11,polygon,3163927436
2022-05-12,polygon,2732257432
2022-05-13,polygon,2401389563
2022-05-14,polygon,2475007593
2022-05-15,polygon,2439658596
2022-05-16,polygon,2509753284
2022-05-17,polygon,2385660641
2022-05-18,polygon,2403937255
2022-05-19,polygon,2289190965
2022-05-20,polygon,2304119014
2022-05-21,polygon,2262452071
2022-05-22,polygon,2267839131
2022-05-23,polygon,2308757809
2022-05-24,polygon,2267129863
2022-05-25,polygon,2310423505
2022-05-26,polygon,2308227200
2022-05-27,polygon,2206269482
2022-05-28,polygon,2174083093
2022-05-29,polygon,2188811974
2022-05-30,polygon,2181224160
2022-05-31,polygon,2269368415
2022-06-01,polygon,2239170156
2022-06-02,polygon,2140214703
2022-06-03,polygon,2119971571
2022-06-04,polygon,2082811379
2022-06-05,polygon,2097880893
2022-06-06,polygon,2104290003
2022-06-07,polygon,2118650603
2022-06-08,polygon,2114098486
2022-06-09,polygon,2062876871
2022-06-10,polygon,2067499356
2022-06-11,polygon,1987972121
2022-06-12,polygon,1853825587
2022-06-13,polygon,1783862794
2022-06-14,polygon,1561235281
2022-06-15,polygon,1507986097
2022-06-16,polygon,1473658691
2022-06-17,polygon,1377629550
2022-06-18,polygon,1374248165
2022-06-19,polygon,1331122720
2022-06-20,polygon,1375418993
2022-06-21,polygon,1388319273
2022-06-22,polygon,1390617534
2022-06-23,polygon,1374438274
2022-06-24,polygon,1434114508
2022-06-25,polygon,1452805013
2022-06-26,polygon,1445862152
2022-06-27,polygon,1420797773
2022-06-28,polygon,1407550759
2022-06-29,polygon,1387751834
2022-06-30,polygon,1355165993
2022-07-01,polygon,1340990755
2022-07-02,polygon,1343642753
2022-07-03,polygon,1361866175
2022-07-04,polygon,1330369616
2022-07-05,polygon,1361088574
2022-07-06,polygon,1371661714
2022-07-07,polygon,1391550529
2022-07-08,polygon,1437059321
2022-07-09,polygon,1425957239
2022-07-10,polygon,1434118451
2022-07-11,polygon,1394374550
2022-07-12,polygon,1362453434
2022-07-13,polygon,1336342201
2022-07-14,polygon,1387523654
2022-07-15,polygon,1424242780
2022-07-16,polygon,1426688579
2022-07-17,polygon,1437208657
2022-07-18,polygon,1428666000
2022-07-19,polygon,1530045165
2022-07-20,polygon,1543572258
2022-07-21,polygon,1517496342
2022-07-22,polygon,1560728459
2022-07-23,polygon,1545888104
2022-07-24,polygon,1552153581
2022-07-25,polygon,1560385882
2022-07-26,polygon,1495082432
2022-07-27,polygon,1475145665
2022-07-28,polygon,1559874781
2022-07-29,polygon,1622973564
2022-07-30,polygon,1616605157
2022-07-31,polygon,1631335672
2022-08-01,polygon,1607201781
2022-08-02,polygon,1567799809
2022-08-03,polygon,1537239606
2022-08-04,polygon,1521532289
2022-08-05,polygon,1520064282
2022-08-06,polygon,1542770302
2022-08-07,polygon,1522721851
2022-08-08,polygon,1540994228
2022-08-09,polygon,1550603023
2022-08-10,polygon,1511388985
2022-08-11,polygon,1573293179
2022-08-12,polygon,1598745318
2022-08-13,polygon,1601446610
2022-08-14,polygon,1829545824
2022-08-15,polygon,1903801408
2022-08-16,polygon,1963630333
2022-08-17,polygon,2025228779
2022-08-18,polygon,2006032098
2022-08-19,polygon,2005593575
2022-08-20,polygon,1924182766
2022-08-21,polygon,1916666312
2022-08-22,polygon,1975578204
2022-08-23,polygon,1980590672
2022-08-24,polygon,1973218703
2022-08-25,polygon,1891229421
2022-08-26,polygon,1876352684
2022-08-27,polygon,1718375833
2022-08-28,polygon,1698067771
2022-08-29,polygon,1666630378
2022-08-30,polygon,1708500603
2022-08-31,polygon,1694800528
2022-09-01,polygon,1674008267
2022-09-02,polygon,1665403127
2022-09-03,polygon,1641161036
2022-09-04,polygon,1643981806
2022-09-05,polygon,1641531721
2022-09-06,polygon,1618400438
2022-09-07,polygon,1515229369
2022-09-08,polygon,1510156628
2022-09-09,polygon,1472717101
2022-09-10,polygon,1466979184
2022-09-11,polygon,1473861221
2022-09-12,polygon,1449278605
2022-09-13,polygon,1410205737
2022-09-14,polygon,1334365972
2022-09-15,polygon,1321415495
2022-09-16,polygon,1246143718
2022-09-17,polygon,1245155011
2022-09-18,polygon,1265503932
2022-09-19,polygon,1210963878
2022-09-20,polygon,1214736092
2022-09-21,polygon,1192476034
2022-09-22,polygon,1151453740
2022-09-23,polygon,1191302269
2022-09-24,polygon,1181912686
2022-09-25,polygon,1180165316
2022-09-26,polygon,1177015403
2022-09-27,polygon,1205206385
2022-09-28,polygon,1182130799
2022-09-29,polygon,1192619207
2022-09-30,polygon,1201675603
2022-10-01,polygon,1211305536
2022-10-02,polygon,1205660480
2022-10-03,polygon,1196265677
2022-10-04,polygon,1222771830
2022-10-05,polygon,1235807816
2022-10-06,polygon,1263510115
2022-10-07,polygon,1235278461
2022-10-08,polygon,1195086478
2022-10-09,polygon,1189797523
2022-10-10,polygon,1205319088
2022-10-11,polygon,1184680726
2022-10-12,polygon,1178234539
2022-10-13,polygon,1158116764
2022-10-14,polygon,1142394290
2022-10-15,polygon,1104592394
2022-10-16,polygon,1154261829
2022-10-17,polygon,1160440030
2022-10-18,polygon,1172084676
2022-10-19,polygon,1151567704
2022-10-20,polygon,1137465954
2022-10-21,polygon,1118324721
2022-10-22,polygon,1126106181
2022-10-23,polygon,1117481223
2022-10-24,polygon,1142762731
2022-10-25,polygon,1136630913
2022-10-26,polygon,1157413492
2022-10-27,polygon,1163096540
2022-10-28,polygon,1148781470
2022-10-29,polygon,1183405457
2022-10-30,polygon,1190590111
2022-10-31,polygon,1178323265
2022-11-01,polygon,1164336113
2022-11-02,polygon,1171294344
2022-11-03,polygon,1166516042
2022-11-04,polygon,1203417597
2022-11-05,polygon,1285369665
2022-11-06,polygon,1273868666
2022-11-07,polygon,1257917173
2022-11-08,polygon,1267209870
2022-11-09,polygon,1144700222
2022-11-10,polygon,1007658070
2022-11-11,polygon,1097484201
2022-11-12,polygon,1076574298
2022-11-13,polygon,1049848089
2022-11-14,polygon,1023171909
2022-11-15,polygon,1032979722
2022-11-16,polygon,1040979394
2022-11-17,polygon,1033383308
2022-11-18,polygon,1032167210
2022-11-19,polygon,1029398476
2022-11-20,polygon,1024158580
2022-11-21,polygon,987425123
2022-11-22,polygon,985235582
2022-11-23,polygon,982344722
2022-11-24,polygon,993108137
2022-11-25,polygon,990979744
2022-11-26,polygon,988246534
2022-11-27,polygon,989910237
2022-11-28,polygon,990511825
2022-11-29,polygon,973623210
2022-11-30,polygon,987127687
2022-12-01,polygon,1000408473
2022-12-02,polygon,1010242054
2022-12-03,polygon,1003941119
2022-12-04,polygon,991896244
2022-12-05,polygon,1004631577
2022-12-06,polygon,999635450
2022-12-07,polygon,1000628704
2022-12-08,polygon,986223058
2022-12-09,polygon,999750221
2022-12-10,polygon,991910864
2022-12-11,polygon,995241711
2022-12-12,polygon,973781482
2022-12-13,polygon,975302673
2022-12-14,polygon,991235885
2022-12-15,polygon,978693485
2022-12-16,polygon,968318260
2022-12-17,polygon,926139795
2022-12-18,polygon,931756173
2022-12-19,polygon,930532383
2022-12-20,polygon,912604080
2022-12-21,polygon,923369947
2022-12-22,polygon,924021925
2022-12-23,polygon,930331287
2022-12-24,polygon,928127202
2022-12-25,polygon,925278172
2022-12-26,polygon,923931088
